"text_id"	"subject_id"	"text_length"	"language"	"eye"	"minutes"
"48"	3	4	76	"native"	"both_eyes"	0.295536764469771
"49"	4	4	66	"native"	"both_eyes"	0.255508963249071
"50"	5	4	58	"native"	"both_eyes"	0.21573375646644
"51"	6	4	54	"native"	"both_eyes"	0.208022748578478
"52"	7	4	55	"native"	"both_eyes"	0.214428096435149
"53"	8	4	87	"native"	"both_eyes"	0.345126007821129
"54"	9	4	79	"native"	"both_eyes"	0.300394487671096
"55"	10	4	68	"native"	"both_eyes"	0.2592154357197
"56"	11	4	79	"native"	"both_eyes"	0.302248296067136
"57"	12	4	63	"native"	"both_eyes"	0.245650736002681
"58"	13	4	53	"native"	"both_eyes"	0.206361195548856
"59"	14	4	54	"native"	"both_eyes"	0.208044781762414
"60"	15	4	65	"native"	"both_eyes"	0.245626216164875
"61"	1	5	79	"native"	"both_eyes"	0.310855196601337
"62"	2	5	51	"native"	"both_eyes"	0.203704562120453
"63"	3	5	76	"native"	"both_eyes"	0.309303260789861
"64"	4	5	66	"native"	"both_eyes"	0.267355526354841
"65"	5	5	58	"native"	"both_eyes"	0.225326512730827
"66"	6	5	54	"native"	"both_eyes"	0.217617919767443
"67"	7	5	55	"native"	"both_eyes"	0.22444346577197
"68"	8	5	87	"native"	"both_eyes"	0.361541645897561
"69"	9	5	79	"native"	"both_eyes"	0.314063045938662
"70"	10	5	68	"native"	"both_eyes"	0.271041172733113
"71"	11	5	79	"native"	"both_eyes"	0.316089965772827
"72"	12	5	63	"native"	"both_eyes"	0.25712605063374
"73"	13	5	53	"native"	"both_eyes"	0.215986622937775
"74"	14	5	54	"native"	"both_eyes"	0.217642032533359
"75"	15	5	65	"native"	"both_eyes"	0.256730213416925
"76"	1	6	79	"native"	"both_eyes"	0.34127234894037
"77"	2	6	51	"native"	"both_eyes"	0.223967478414867
"78"	3	6	76	"native"	"both_eyes"	0.340711541377532
"79"	4	6	66	"native"	"both_eyes"	0.294365115783975
"80"	5	6	58	"native"	"both_eyes"	0.247067888158969
"81"	6	6	54	"native"	"both_eyes"	0.239478065148049
"82"	7	6	55	"native"	"both_eyes"	0.247302576330899
"83"	8	6	87	"native"	"both_eyes"	0.399109611299735
"84"	9	6	79	"native"	"both_eyes"	0.345142595693489
"85"	10	6	68	"native"	"both_eyes"	0.297940560536589
"86"	11	6	79	"native"	"both_eyes"	0.347592095885083
"87"	12	6	63	"native"	"both_eyes"	0.283317886050435
"88"	13	6	53	"native"	"both_eyes"	0.237951336467883
"89"	14	6	54	"native"	"both_eyes"	0.23950726590007
"90"	15	6	65	"native"	"both_eyes"	0.281955148993078
"91"	1	7	79	"native"	"both_eyes"	0.314005558326416
"92"	2	7	51	"native"	"both_eyes"	0.205800454384706
"93"	3	7	76	"native"	"both_eyes"	0.312546489512881
"94"	4	7	66	"native"	"both_eyes"	0.270145726635298
"95"	5	7	58	"native"	"both_eyes"	0.227580814203338
"96"	6	7	54	"native"	"both_eyes"	0.219877215958382
"97"	7	7	55	"native"	"both_eyes"	0.226803323040255
"98"	8	7	87	"native"	"both_eyes"	0.365413470519299
"99"	9	7	79	"native"	"both_eyes"	0.317279099382915
"100"	10	7	68	"native"	"both_eyes"	0.273824023701868
"101"	11	7	79	"native"	"both_eyes"	0.319347880419959
"102"	12	7	63	"native"	"both_eyes"	0.259829926480284
"103"	13	7	53	"native"	"both_eyes"	0.218254429971816
"104"	14	7	54	"native"	"both_eyes"	0.219901832026181
"105"	15	7	65	"native"	"both_eyes"	0.259341944355753
"106"	1	8	79	"native"	"both_eyes"	0.325745014038829
"107"	2	8	51	"native"	"both_eyes"	0.21361619744206
"108"	3	8	76	"native"	"both_eyes"	0.324651882673569
"109"	4	8	66	"native"	"both_eyes"	0.280557780941269
"110"	5	8	58	"native"	"both_eyes"	0.235976102558284
"111"	6	8	54	"native"	"both_eyes"	0.228305975985421
"112"	7	8	55	"native"	"both_eyes"	0.235612703501404
"113"	8	8	87	"native"	"both_eyes"	0.379880253269218
"114"	9	8	79	"native"	"both_eyes"	0.329269274323948
"115"	10	8	68	"native"	"both_eyes"	0.284200438371538
"116"	11	8	79	"native"	"both_eyes"	0.331497920060751
"117"	12	8	63	"native"	"both_eyes"	0.269923603995389
"118"	13	8	53	"native"	"both_eyes"	0.226719610514118
"119"	14	8	54	"native"	"both_eyes"	0.228332515601945
"120"	15	8	65	"native"	"both_eyes"	0.26907601127085
"121"	1	9	79	"native"	"both_eyes"	0.318152265544108
"122"	2	9	51	"native"	"both_eyes"	0.208560178387371
"123"	3	9	76	"native"	"both_eyes"	0.316818872581024
"124"	4	9	66	"native"	"both_eyes"	0.273820908900316
"125"	5	9	58	"native"	"both_eyes"	0.230547186025372
"126"	6	9	54	"native"	"both_eyes"	0.222852733695601
"127"	7	9	55	"native"	"both_eyes"	0.229912224054378
"128"	8	9	87	"native"	"both_eyes"	0.370516534361962
"129"	9	9	79	"native"	"both_eyes"	0.321513299928489
"130"	10	9	68	"native"	"both_eyes"	0.27748810511241
"131"	11	9	79	"native"	"both_eyes"	0.323637851496622
"132"	12	9	63	"native"	"both_eyes"	0.263392053463368
"133"	13	9	53	"native"	"both_eyes"	0.221241963654074
"134"	14	9	54	"native"	"both_eyes"	0.222878020550143
"135"	15	9	65	"native"	"both_eyes"	0.262779975301178
"136"	1	10	79	"native"	"both_eyes"	0.319996092510665
"137"	2	10	51	"native"	"both_eyes"	0.20978764213308
"138"	3	10	76	"native"	"both_eyes"	0.318719837514202
"139"	4	10	66	"native"	"both_eyes"	0.275456001941395
"140"	5	10	58	"native"	"both_eyes"	0.231865856223134
"141"	6	10	54	"native"	"both_eyes"	0.224176409631894
"142"	7	10	55	"native"	"both_eyes"	0.231295581038355
"143"	8	10	87	"native"	"both_eyes"	0.372788061315216
"144"	9	10	79	"native"	"both_eyes"	0.323396405195417
"145"	10	10	68	"native"	"both_eyes"	0.279117740540988
"146"	11	10	79	"native"	"both_eyes"	0.325545999862679
"147"	12	10	63	"native"	"both_eyes"	0.264977085321595
"148"	13	10	53	"native"	"both_eyes"	0.222571279912296
"149"	14	10	54	"native"	"both_eyes"	0.224201997787903
"150"	15	10	65	"native"	"both_eyes"	0.264308801422681
"151"	1	11	79	"native"	"both_eyes"	0.317900771698846
"152"	2	11	51	"native"	"both_eyes"	0.208392772119085
"153"	3	11	76	"native"	"both_eyes"	0.316559645211741
"154"	4	11	66	"native"	"both_eyes"	0.273597930225602
"155"	5	11	58	"native"	"both_eyes"	0.230367306999199
"156"	6	11	54	"native"	"both_eyes"	0.222672216703368
"157"	7	11	55	"native"	"both_eyes"	0.22972358448021
"158"	8	11	87	"native"	"both_eyes"	0.370206820526527
"159"	9	11	79	"native"	"both_eyes"	0.321256466481816
"160"	10	11	68	"native"	"both_eyes"	0.277265845944327
"161"	11	11	79	"native"	"both_eyes"	0.323377613911389
"162"	12	11	63	"native"	"both_eyes"	0.263175912985635
"163"	13	11	53	"native"	"both_eyes"	0.221060691536026
"164"	14	11	54	"native"	"both_eyes"	0.222697462606052
"165"	15	11	65	"native"	"both_eyes"	0.262571452155912
"166"	1	12	79	"native"	"both_eyes"	0.287262865476098
"167"	2	12	51	"native"	"both_eyes"	0.188029245929857
"168"	3	12	76	"native"	"both_eyes"	0.285086919759727
"169"	4	12	66	"native"	"both_eyes"	0.246513220196781
"170"	5	12	58	"native"	"both_eyes"	0.208426120900132
"171"	6	12	54	"native"	"both_eyes"	0.200733681559929
"172"	7	12	55	"native"	"both_eyes"	0.206827259742059
"173"	8	12	87	"native"	"both_eyes"	0.332685808645044
"174"	9	12	79	"native"	"both_eyes"	0.290000129391774
"175"	10	12	68	"native"	"both_eyes"	0.250224270039564
"176"	11	12	79	"native"	"both_eyes"	0.291727496242576
"177"	12	12	63	"native"	"both_eyes"	0.23694201803409
"178"	13	12	53	"native"	"both_eyes"	0.199055509725811
"179"	14	12	54	"native"	"both_eyes"	0.200754197644811
"180"	15	12	65	"native"	"both_eyes"	0.237177899145352
"181"	1	13	79	"native"	"both_eyes"	0.326255878238884
"182"	2	13	51	"native"	"both_eyes"	0.213956516257153
"183"	3	13	76	"native"	"both_eyes"	0.325179384267793
"184"	4	13	66	"native"	"both_eyes"	0.281011407811447
"185"	5	13	58	"native"	"both_eyes"	0.236341256513561
"186"	6	13	54	"native"	"both_eyes"	0.228673118834167
"187"	7	13	55	"native"	"both_eyes"	0.235996621291516
"188"	8	13	87	"native"	"both_eyes"	0.380511198042568
"189"	9	13	79	"native"	"both_eyes"	0.329791261336617
"190"	10	13	68	"native"	"both_eyes"	0.284652218205995
"191"	11	13	79	"native"	"both_eyes"	0.332027002759625
"192"	12	13	63	"native"	"both_eyes"	0.270363494719997
"193"	13	13	53	"native"	"both_eyes"	0.227088507249115
"194"	14	13	54	"native"	"both_eyes"	0.228699743881947
"195"	15	13	65	"native"	"both_eyes"	0.269499670138564
"196"	1	14	79	"native"	"both_eyes"	0.280277125802128
"197"	2	14	51	"native"	"both_eyes"	0.183394625437257
"198"	3	14	76	"native"	"both_eyes"	0.277940510311268
"199"	4	14	66	"native"	"both_eyes"	0.240359608161466
"200"	5	14	58	"native"	"both_eyes"	0.203415623921748
"201"	6	14	54	"native"	"both_eyes"	0.195746078243523
"202"	7	14	55	"native"	"both_eyes"	0.20163002144398
"203"	8	14	87	"native"	"both_eyes"	0.324188431744948
"204"	9	14	79	"native"	"both_eyes"	0.282882273686499
"205"	10	14	68	"native"	"both_eyes"	0.244068192955893
"206"	11	14	79	"native"	"both_eyes"	0.284525646801971
"207"	12	14	63	"native"	"both_eyes"	0.230987289580446
"208"	13	14	53	"native"	"both_eyes"	0.194059698371324
"209"	14	14	54	"native"	"both_eyes"	0.195765587423901
"210"	15	14	65	"native"	"both_eyes"	0.231390561165954
"211"	1	15	79	"native"	"both_eyes"	0.32009329104738
"212"	2	15	51	"native"	"both_eyes"	0.209852354776998
"213"	3	15	76	"native"	"both_eyes"	0.318820069590442
"214"	4	15	66	"native"	"both_eyes"	0.275542212809294
"215"	5	15	58	"native"	"both_eyes"	0.231935365273115
"216"	6	15	54	"native"	"both_eyes"	0.224246198605382
"217"	7	15	55	"native"	"both_eyes"	0.231368522504843
"218"	8	15	87	"native"	"both_eyes"	0.372907848356452
"219"	9	15	79	"native"	"both_eyes"	0.323495680711733
"220"	10	15	68	"native"	"both_eyes"	0.279203654790022
"221"	11	15	79	"native"	"both_eyes"	0.325646599726104
"222"	12	15	63	"native"	"both_eyes"	0.265060660751017
"223"	13	15	53	"native"	"both_eyes"	0.222641371305607
"224"	14	15	54	"native"	"both_eyes"	0.22427180269662
"225"	15	15	65	"native"	"both_eyes"	0.264389396380667
"226"	1	16	79	"native"	"both_eyes"	0.30875513694258
"227"	2	16	51	"native"	"both_eyes"	0.202307777136635
"228"	3	16	76	"native"	"both_eyes"	0.307142546783642
"229"	4	16	66	"native"	"both_eyes"	0.265496479241435
"230"	5	16	58	"native"	"both_eyes"	0.223823452815904
"231"	6	16	54	"native"	"both_eyes"	0.21611246706488
"232"	7	16	55	"native"	"both_eyes"	0.222871348577759
"233"	8	16	87	"native"	"both_eyes"	0.358963097530304
"234"	9	16	79	"native"	"both_eyes"	0.311919569227245
"235"	10	16	68	"native"	"both_eyes"	0.269186505329254
"236"	11	16	79	"native"	"both_eyes"	0.313918828004291
"237"	12	16	63	"native"	"both_eyes"	0.255324755588215
"238"	13	16	53	"native"	"both_eyes"	0.214475792707744
"239"	14	16	54	"native"	"both_eyes"	0.216136247348522
"240"	15	16	65	"native"	"both_eyes"	0.254989320665808
"241"	1	17	79	"native"	"both_eyes"	0.321231818895819
"242"	2	17	51	"native"	"both_eyes"	0.210610406988106
"243"	3	17	76	"native"	"both_eyes"	0.31999429077275
"244"	4	17	66	"native"	"both_eyes"	0.276552155836966
"245"	5	17	58	"native"	"both_eyes"	0.232749513315921
"246"	6	17	54	"native"	"both_eyes"	0.225063745158849
"247"	7	17	55	"native"	"both_eyes"	0.23222304306449
"248"	8	17	87	"native"	"both_eyes"	0.374311278515562
"249"	9	17	79	"native"	"both_eyes"	0.324658584826113
"250"	10	17	68	"native"	"both_eyes"	0.280210056868909
"251"	11	17	79	"native"	"both_eyes"	0.326825047690251
"252"	12	17	63	"native"	"both_eyes"	0.266039760401567
"253"	13	17	53	"native"	"both_eyes"	0.223462498185248
"254"	14	17	54	"native"	"both_eyes"	0.225089536293594
"255"	15	17	65	"native"	"both_eyes"	0.265333453577265
"256"	1	18	79	"native"	"both_eyes"	0.316640580888556
"257"	2	18	51	"native"	"both_eyes"	0.207553990687733
"258"	3	18	76	"native"	"both_eyes"	0.315260919793895
"259"	4	18	66	"native"	"both_eyes"	0.272480784067779
"260"	5	18	58	"native"	"both_eyes"	0.229465909663883
"261"	6	18	54	"native"	"both_eyes"	0.2217677845895
"262"	7	18	55	"native"	"both_eyes"	0.228778515787273
"263"	8	18	87	"native"	"both_eyes"	0.368655323610332
"264"	9	18	79	"native"	"both_eyes"	0.319969584476641
"265"	10	18	68	"native"	"both_eyes"	0.276152215133346
"266"	11	18	79	"native"	"both_eyes"	0.322073716600585
"267"	12	18	63	"native"	"both_eyes"	0.262093067807748
"268"	13	18	53	"native"	"both_eyes"	0.220152526927736
"269"	14	18	54	"native"	"both_eyes"	0.221792825813591
"270"	15	18	65	"native"	"both_eyes"	0.261526598998794
"271"	1	19	79	"native"	"both_eyes"	0.30160152616071
"272"	2	19	51	"native"	"both_eyes"	0.197551925041183
"273"	3	19	76	"native"	"both_eyes"	0.299789828043787
"274"	4	19	66	"native"	"both_eyes"	0.259169400683145
"275"	5	19	58	"native"	"both_eyes"	0.218701517775283
"276"	6	19	54	"native"	"both_eyes"	0.210988002510678
"277"	7	19	55	"native"	"both_eyes"	0.217522017885906
"278"	8	19	87	"native"	"both_eyes"	0.350194216213058
"279"	9	19	79	"native"	"both_eyes"	0.304620305552692
"280"	10	19	68	"native"	"both_eyes"	0.262871232682095
"281"	11	19	79	"native"	"both_eyes"	0.306526803448616
"282"	12	19	63	"native"	"both_eyes"	0.249195644479421
"283"	13	19	53	"native"	"both_eyes"	0.209334782349438
"284"	14	19	54	"native"	"both_eyes"	0.211010668348454
"285"	15	19	65	"native"	"both_eyes"	0.249059835274457
"286"	1	20	79	"native"	"both_eyes"	0.338457800147192
"287"	2	20	51	"native"	"both_eyes"	0.222090003943731
"288"	3	20	76	"native"	"both_eyes"	0.337796407372154
"289"	4	20	66	"native"	"both_eyes"	0.291859316895077
"290"	5	20	58	"native"	"both_eyes"	0.245058387626995
"291"	6	20	54	"native"	"both_eyes"	0.237450960563511
"292"	7	20	55	"native"	"both_eyes"	0.245180397682744
"293"	8	20	87	"native"	"both_eyes"	0.395615980526455
"294"	9	20	79	"native"	"both_eyes"	0.342264116573869
"295"	10	20	68	"native"	"both_eyes"	0.295448647009834
"296"	11	20	79	"native"	"both_eyes"	0.344672787053692
"297"	12	20	63	"native"	"both_eyes"	0.280886274456832
"298"	13	20	53	"native"	"both_eyes"	0.235912448415331
"299"	14	20	54	"native"	"both_eyes"	0.237479669028262
"300"	15	20	65	"native"	"both_eyes"	0.279620263652584
"301"	1	21	79	"native"	"both_eyes"	0.29600144454664
"302"	2	21	51	"native"	"both_eyes"	0.193831189244422
"303"	3	21	76	"native"	"both_eyes"	0.294041961262733
"304"	4	21	66	"native"	"both_eyes"	0.254222336140423
"305"	5	21	58	"native"	"both_eyes"	0.214689809753184
"306"	6	21	54	"native"	"both_eyes"	0.206980375875436
"307"	7	21	55	"native"	"both_eyes"	0.213340745836861
"308"	8	21	87	"native"	"both_eyes"	0.343345407423931
"309"	9	21	79	"native"	"both_eyes"	0.298908620130701
"310"	10	21	68	"native"	"both_eyes"	0.257930058227792
"311"	11	21	79	"native"	"both_eyes"	0.300744078545974
"312"	12	21	63	"native"	"both_eyes"	0.244404890467858
"313"	13	21	53	"native"	"both_eyes"	0.205316109668226
"314"	14	21	54	"native"	"both_eyes"	0.207002188790655
"315"	15	21	65	"native"	"both_eyes"	0.244418756368324
"316"	1	22	79	"native"	"both_eyes"	0.319637985671913
"317"	2	22	51	"native"	"both_eyes"	0.209549227758669
"318"	3	22	76	"native"	"both_eyes"	0.318350572821498
"319"	4	22	66	"native"	"both_eyes"	0.27513839049733
"320"	5	22	58	"native"	"both_eyes"	0.231609760509043
"321"	6	22	54	"native"	"both_eyes"	0.223919296465839
"322"	7	22	55	"native"	"both_eyes"	0.231026858703166
"323"	8	22	87	"native"	"both_eyes"	0.372346768377149
"324"	9	22	79	"native"	"both_eyes"	0.323030651707653
"325"	10	22	68	"native"	"both_eyes"	0.278801214216476
"326"	11	22	79	"native"	"both_eyes"	0.325175370722676
"327"	12	22	63	"native"	"both_eyes"	0.264669186662328
"328"	13	22	53	"native"	"both_eyes"	0.222313056943453
"329"	14	22	54	"native"	"both_eyes"	0.223944825956857
"330"	15	22	65	"native"	"both_eyes"	0.264011868491678
"331"	1	23	79	"native"	"both_eyes"	0.326577758310126
"332"	2	23	51	"native"	"both_eyes"	0.214170949510707
"333"	3	23	76	"native"	"both_eyes"	0.325511777635844
"334"	4	23	66	"native"	"both_eyes"	0.281297246972251
"335"	5	23	58	"native"	"both_eyes"	0.23657132115278
"336"	6	23	54	"native"	"both_eyes"	0.228904459424767
"337"	7	23	55	"native"	"both_eyes"	0.236238540346666
"338"	8	23	87	"native"	"both_eyes"	0.380908797170911
"339"	9	23	79	"native"	"both_eyes"	0.330120158652167
"340"	10	23	68	"native"	"both_eyes"	0.284936880901172
"341"	11	23	79	"native"	"both_eyes"	0.332360376806932
"342"	12	23	63	"native"	"both_eyes"	0.270640684246146
"343"	13	23	53	"native"	"both_eyes"	0.227320960165297
"344"	14	23	54	"native"	"both_eyes"	0.228931138374197
"345"	15	23	65	"native"	"both_eyes"	0.26976660746285
"346"	1	24	79	"native"	"both_eyes"	0.312997905608764
"347"	2	24	51	"native"	"both_eyes"	0.205130007228366
"348"	3	24	76	"native"	"both_eyes"	0.31150888780048
"349"	4	24	66	"native"	"both_eyes"	0.26925309131119
"350"	5	24	58	"native"	"both_eyes"	0.226859832133721
"351"	6	24	54	"native"	"both_eyes"	0.219154452856089
"352"	7	24	55	"native"	"both_eyes"	0.22604832257876
"353"	8	24	87	"native"	"both_eyes"	0.364174576578417
"354"	9	24	79	"native"	"both_eyes"	0.316250361794908
"355"	10	24	68	"native"	"both_eyes"	0.272933840844622
"356"	11	24	79	"native"	"both_eyes"	0.31830570560313
"357"	12	24	63	"native"	"both_eyes"	0.258964861631527
"358"	13	24	53	"native"	"both_eyes"	0.217528886665939
"359"	14	24	54	"native"	"both_eyes"	0.219178907348863
"360"	15	24	65	"native"	"both_eyes"	0.258506552635555
"361"	1	25	79	"native"	"both_eyes"	0.299115784093017
"362"	2	25	51	"native"	"both_eyes"	0.19590013021198
"363"	3	25	76	"native"	"both_eyes"	0.297237612480424
"364"	4	25	66	"native"	"both_eyes"	0.256972869612485
"365"	5	25	58	"native"	"both_eyes"	0.216921043203883
"366"	6	25	54	"native"	"both_eyes"	0.209208682784624
"367"	7	25	55	"native"	"both_eyes"	0.215665362840997
"368"	8	25	87	"native"	"both_eyes"	0.347152488831739
"369"	9	25	79	"native"	"both_eyes"	0.302084763216802
"370"	10	25	68	"native"	"both_eyes"	0.260677678925121
"371"	11	25	79	"native"	"both_eyes"	0.303959557622509
"372"	12	25	63	"native"	"both_eyes"	0.247068351518238
"373"	13	25	53	"native"	"both_eyes"	0.207550353277183
"374"	14	25	54	"native"	"both_eyes"	0.209230967919747
"375"	15	25	65	"native"	"both_eyes"	0.24699969381372
"376"	1	26	79	"native"	"both_eyes"	0.298147648065868
"377"	2	26	51	"native"	"both_eyes"	0.195256904047583
"378"	3	26	76	"native"	"both_eyes"	0.296243964766497
"379"	4	26	66	"native"	"both_eyes"	0.256117654024373
"380"	5	26	58	"native"	"both_eyes"	0.216227493868554
"381"	6	26	54	"native"	"both_eyes"	0.208515866945998
"382"	7	26	55	"native"	"both_eyes"	0.214942538384031
"383"	8	26	87	"native"	"both_eyes"	0.345968546899734
"384"	9	26	79	"native"	"both_eyes"	0.301097344378225
"385"	10	26	68	"native"	"both_eyes"	0.259823466156042
"386"	11	26	79	"native"	"both_eyes"	0.302959864820476
"387"	12	26	63	"native"	"both_eyes"	0.246240164887086
"388"	13	26	53	"native"	"both_eyes"	0.206855636605498
"389"	14	26	54	"native"	"both_eyes"	0.208538004718721
"390"	15	26	65	"native"	"both_eyes"	0.246197352434196
"391"	1	27	79	"native"	"both_eyes"	0.299596454163005
"392"	2	27	51	"native"	"both_eyes"	0.196219508143065
"393"	3	27	76	"native"	"both_eyes"	0.297731027585113
"394"	4	27	66	"native"	"both_eyes"	0.257397534049024
"395"	5	27	58	"native"	"both_eyes"	0.217265363290408
"396"	6	27	54	"native"	"both_eyes"	0.209552697779926
"397"	7	27	55	"native"	"both_eyes"	0.216024300056545
"398"	8	27	87	"native"	"both_eyes"	0.347740457825034
"399"	9	27	79	"native"	"both_eyes"	0.302575030583998
"400"	10	27	68	"native"	"both_eyes"	0.261101812830759
"401"	11	27	79	"native"	"both_eyes"	0.304455934254387
"402"	12	27	63	"native"	"both_eyes"	0.24747960933134
"403"	13	27	53	"native"	"both_eyes"	0.207895330573546
"404"	14	27	54	"native"	"both_eyes"	0.209575056268921
"405"	15	27	65	"native"	"both_eyes"	0.247398055453989
"406"	1	28	79	"native"	"both_eyes"	0.309835265572342
"407"	2	28	51	"native"	"both_eyes"	0.203026153306744
"408"	3	28	76	"native"	"both_eyes"	0.308253746910163
"409"	4	28	66	"native"	"both_eyes"	0.26645255487216
"410"	5	28	58	"native"	"both_eyes"	0.224596557352489
"411"	6	28	54	"native"	"both_eyes"	0.216886708712124
"412"	7	28	55	"native"	"both_eyes"	0.223679840948058
"413"	8	28	87	"native"	"both_eyes"	0.360289084282449
"414"	9	28	79	"native"	"both_eyes"	0.313021991325519
"415"	10	28	68	"native"	"both_eyes"	0.270140380199602
"416"	11	28	79	"native"	"both_eyes"	0.315035452709312
"417"	12	28	63	"native"	"both_eyes"	0.256251106758115
"418"	13	28	53	"native"	"both_eyes"	0.215252770653053
"419"	14	28	54	"native"	"both_eyes"	0.216910659700281
"420"	15	28	65	"native"	"both_eyes"	0.255884707069672
"421"	1	29	79	"native"	"both_eyes"	0.307638873009296
"422"	2	29	51	"native"	"both_eyes"	0.201565447039979
"423"	3	29	76	"native"	"both_eyes"	0.305994449951391
"424"	4	29	66	"native"	"both_eyes"	0.264508624138343
"425"	5	29	58	"native"	"both_eyes"	0.223024412702323
"426"	6	29	54	"native"	"both_eyes"	0.21531246003231
"427"	7	29	55	"native"	"both_eyes"	0.222036027230893
"428"	8	29	87	"native"	"both_eyes"	0.357593293319386
"429"	9	29	79	"native"	"both_eyes"	0.310780349067373
"430"	10	29	68	"native"	"both_eyes"	0.268200809234305
"431"	11	29	79	"native"	"both_eyes"	0.312764984315255
"432"	12	29	63	"native"	"both_eyes"	0.254367665409052
"433"	13	29	53	"native"	"both_eyes"	0.213673023532713
"434"	14	29	54	"native"	"both_eyes"	0.215336064572081
"435"	15	29	65	"native"	"both_eyes"	0.254064004064424
"436"	1	30	79	"native"	"both_eyes"	0.298408335132904
"437"	2	30	51	"native"	"both_eyes"	0.195430097676346
"438"	3	30	76	"native"	"both_eyes"	0.29651150044115
"439"	4	30	66	"native"	"both_eyes"	0.256347919918506
"440"	5	30	58	"native"	"both_eyes"	0.216414249201911
"441"	6	30	54	"native"	"both_eyes"	0.208702409127076
"442"	7	30	55	"native"	"both_eyes"	0.215137154743501
"443"	8	30	87	"native"	"both_eyes"	0.346287302755843
"444"	9	30	79	"native"	"both_eyes"	0.301363217428087
"445"	10	30	68	"native"	"both_eyes"	0.260053470666853
"446"	11	30	79	"native"	"both_eyes"	0.303229038775676
"447"	12	30	63	"native"	"both_eyes"	0.246463149336576
"448"	13	30	53	"native"	"both_eyes"	0.207042685705195
"449"	14	30	54	"native"	"both_eyes"	0.208724586529352
"450"	15	30	65	"native"	"both_eyes"	0.246413394625198
"451"	1	31	79	"foreign"	"both_eyes"	0.33468594496131
"452"	2	31	51	"foreign"	"both_eyes"	0.219574752899173
"453"	3	31	76	"foreign"	"both_eyes"	0.333892600464057
"454"	4	31	66	"foreign"	"both_eyes"	0.288503327710208
"455"	5	31	58	"foreign"	"both_eyes"	0.242364676614702
"456"	6	31	54	"foreign"	"both_eyes"	0.234735774763963
"457"	7	31	55	"foreign"	"both_eyes"	0.242338647898258
"458"	8	31	87	"foreign"	"both_eyes"	0.390939658584822
"459"	9	31	79	"foreign"	"both_eyes"	0.338407430687981
"460"	10	31	68	"foreign"	"both_eyes"	0.292110082747491
"461"	11	31	79	"foreign"	"both_eyes"	0.340761937733965
"462"	12	31	63	"foreign"	"both_eyes"	0.277630181869324
"463"	13	31	53	"foreign"	"both_eyes"	0.233182148302054
