"text_id"	"subject_id"	"difficulty_penalty"	"text_length"	"subject_speed"	"language"	"eye_effect_dominant"	"eye_effect_weak"	"eye_effect_both"	"eye_effect_prost"	"reading_time_BE"	"reading_time_DE"	"reading_time_WE"	"reading_time_PE"
"15"	15	1	4.74589271382966	65	254.78837017438	"native"	-3.75795903850605	-4.19823936394112	0	5	0.250448627771346	0.254128310643642	0.25456650848885	0.245714862378597
"16"	1	2	5.69944452965724	79	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.294007944098519	0.297826540426211	0.301097251449442	0.28969539984918
"17"	2	2	1.9244053034646	51	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.192507180205277	0.19504357459663	0.197216798403785	0.189643823522171
"18"	3	2	-2.72463324750759	76	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.291997563115122	0.29591444230287	0.299271955035244	0.28757798050911
"19"	4	2	-1.57587659553848	66	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.252462560565243	0.255834034030349	0.25872371366931	0.248657905323858
"20"	5	2	8.96606503845092	58	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.21326129080835	0.215997447974515	0.218340347703233	0.210170176115399
"21"	6	2	-0.296846218029233	54	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.205554593861748	0.208286099455811	0.210626981930091	0.20247170576931
"22"	7	2	-3.38760254638647	55	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.211853654604893	0.21470283155823	0.217145275162635	0.208639040551504
"23"	8	2	-7.8019976241896	87	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.340910720174291	0.345575952749727	0.349576930201448	0.335649727515278
"24"	9	2	3.10367527818278	79	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.296875903546867	0.300769855100447	0.304105894192845	0.292479442844919
"25"	10	2	2.44621661339634	68	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.2561716703675	0.259540159373808	0.26242619653218	0.252368745480542
"26"	11	2	1.49066878405428	79	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.298686407312577	0.302628313692366	0.306005938450074	0.294236561168006
"27"	12	2	-3.42216210571611	63	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.242701039863723	0.245965517472315	0.248763984925343	0.239017872486048
"28"	13	2	-3.05260871520408	53	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.203886798468791	0.206625249681526	0.208972698601965	0.200796997936607
"29"	14	2	-0.324338029835856	54	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.205576107280353	0.208308188464788	0.210649570263259	0.202492578681939
"30"	15	2	4.74589271382966	65	263.000777983813	"native"	-3.44515193800957	-6.32652225647834	0	4	0.242766790827447	0.245931239082715	0.248641890793773	0.239193362822545
"31"	1	3	5.69944452965724	79	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.296950025835073	0.300737330443437	0.303598422686857	0.292551385756168
"32"	2	3	1.9244053034646	51	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.194461291591301	0.196977615156875	0.19887916665054	0.191539949939801
"33"	3	3	-2.72463324750759	76	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.295015076732504	0.298902363571814	0.301841138235143	0.290504383418538
"34"	4	3	-1.57587659553848	66	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.255059935743079	0.258405635081243	0.260934711785145	0.251177193988006
"35"	5	3	8.96606503845092	58	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.215369470243302	0.218082557096462	0.220131582739055	0.212217391132636
"36"	6	3	-0.296846218029233	54	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.207658970719371	0.210369324416706	0.212417899387376	0.204513120052066
"37"	7	3	-3.38760254638647	55	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.214048606815176	0.216876406518455	0.21901434040681	0.210767552203468
"38"	8	3	-7.8019976241896	87	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.344504535381043	0.349136417113196	0.352639732541486	0.339132911196936
"39"	9	3	3.10367527818278	79	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.299875956332824	0.303738748785478	0.30665751167424	0.29539086179247
"40"	10	3	2.44621661339634	68	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.258766866872179	0.26210856789967	0.264633731999665	0.254887082649624
"41"	11	3	1.49066878405428	79	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.301723350603716	0.305634193688144	0.308589675843757	0.297183243067433
"42"	12	3	-3.42216210571611	63	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.245215930835317	0.248455924106129	0.250905501075907	0.241456628491701
"43"	13	3	-3.05260871520408	53	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.205996458051477	0.208714290562302	0.210769022626099	0.202842879580939
"44"	14	3	-0.324338029835856	54	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.207680926905966	0.210391857516634	0.212440873502379	0.204534416009593
"45"	15	3	4.74589271382966	65	260.338585869023	"native"	-3.35032254573537	-5.82587481220827	0	4	0.245204850723405	0.248343590244989	0.250714919600134	0.241559826647475
"46"	1	4	5.69944452965724	79	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.297458479198394	0.302518865948993	0.304384625577607	0.302007064623718
"47"	2	4	1.9244053034646	51	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.194799059465595	0.198161605007556	0.199401788628438	0.197821446263577
"48"	3	4	-2.72463324750759	76	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.295536764469771	0.300732052435104	0.302649012181644	0.300206344026983
"49"	4	4	-1.57587659553848	66	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.255508963249071	0.259980271190885	0.26162991990106	0.259527853724181
"50"	5	4	8.96606503845092	58	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.21573375646644	0.219358493893327	0.220694553035705	0.218991960485158
"51"	6	4	-0.296846218029233	54	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.208022748578478	0.21164481735957	0.212980989230894	0.211278356311445
"52"	7	4	-3.38760254638647	55	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.214428096435149	0.218207476889227	0.21960208117792	0.217825027785252
"53"	8	4	-7.8019976241896	87	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.345126007821129	0.351317425619047	0.353603045698853	0.350690719919788
"54"	9	4	3.10367527818278	79	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.300394487671096	0.305556129343239	0.307459659039754	0.305034008414382
"55"	10	4	2.44621661339634	68	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.2592154357197	0.26368085799096	0.265327730345023	0.263229144985078
"56"	11	4	1.49066878405428	79	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.302248296067136	0.307474396016152	0.309401976658975	0.306945704480521
"57"	12	4	-3.42216210571611	63	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.245650736002681	0.249981021626607	0.251578916999143	0.249542823511235
"58"	13	4	-3.05260871520408	53	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.206361195548856	0.209993566038507	0.211333880965322	0.20962600099669
"59"	14	4	-0.324338029835856	54	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.208044781762414	0.21166762454411	0.213004085316226	0.211301084579263
"60"	15	4	4.74589271382966	65	259.883840280018	"native"	-4.44254652157151	-6.04323790327273	0	-4	0.245626216164875	0.249820142495472	0.251366568765443	0.249395950543887
"61"	1	5	5.69944452965724	79	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.310855196601337	0.313027329118235	0.316725448331958	0.315826143329259
"62"	2	5	1.9244053034646	51	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.203704562120453	0.205149583389649	0.207610475130916	0.207011956628588
"63"	3	5	-2.72463324750759	76	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.309303260789861	0.311539182552492	0.315348371002404	0.314421770199654
"64"	4	5	-1.57587659553848	66	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.267355526354841	0.269279153889213	0.272556009793275	0.271758935644592
"65"	5	5	8.96606503845092	58	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.225326512730827	0.2268808856867	0.22952661710315	0.228883304231852
"66"	6	5	-0.296846218029233	54	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.217617919767443	0.21917555596946	0.221828687926098	0.221183361471938
"67"	7	5	-3.38760254638647	55	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.22444346577197	0.226070366056471	0.22884215242863	0.22816788695939
"68"	8	5	-7.8019976241896	87	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.361541645897561	0.364210745953271	0.368759786849927	0.367652996213432
"69"	9	5	3.10367527818278	79	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.314063045938662	0.316280400008074	0.320056246054227	0.319137954190186
"70"	10	5	2.44621661339634	68	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.271041172733113	0.272959833167547	0.276227208828169	0.275432558836401
"71"	11	5	1.49066878405428	79	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.316089965772827	0.318336135546753	0.322161521861819	0.321231127087575
"72"	12	5	-3.42216210571611	63	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.25712605063374	0.258990118608047	0.262165981652608	0.261393419369236
"73"	13	5	-3.05260871520408	53	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.215986622937775	0.217550070188081	0.220213678943179	0.21956573705547
"74"	14	5	-0.324338029835856	54	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.217642032533359	0.219200015172333	0.221853742906827	0.221208270880591
"75"	15	5	4.74589271382966	65	248.438176020773	"native"	-1.76349007902804	-4.71023662515563	0	-4	0.256730213416925	0.258530945826215	0.261596963544109	0.26085134707881
"76"	1	6	5.69944452965724	79	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.34127234894037	0.344950390747258	0.349058177398505	0.342753008742903
"77"	2	6	1.9244053034646	51	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.223967478414867	0.226421728961855	0.22916377285573	0.224955374256595
"78"	3	6	-2.72463324750759	76	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.340711541377532	0.344523765703053	0.348785084345955	0.34224584545034
"79"	4	6	-1.57587659553848	66	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.294365115783975	0.297641706543104	0.301303847363769	0.295683888847247
"80"	5	6	8.96606503845092	58	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.247067888158969	0.249693200837474	0.252624326271956	0.248124848197658
"81"	6	6	-0.296846218029233	54	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.239478065148049	0.242128418357413	0.245090237464833	0.240544828297345
"82"	7	6	-3.38760254638647	55	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.247302576330899	0.250077988114196	0.253180572969969	0.248419572700716
"83"	8	6	-7.8019976241896	87	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.399109611299735	0.40368045814559	0.408792589454151	0.400948951300939
"84"	9	6	3.10367527818278	79	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.345142595693489	0.348904993079372	0.353108078922029	0.346657103700918
"85"	10	6	2.44621661339634	68	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.297940560536589	0.301197866988655	0.304836942682957	0.299251725637737
"86"	11	6	1.49066878405428	79	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.347592095885083	0.351408381998153	0.355672366944452	0.349128225144712
"87"	12	6	-3.42216210571611	63	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.283317886050435	0.286497987898661	0.290052981914712	0.284597753254032
"88"	13	6	-3.05260871520408	53	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.237951336467883	0.240617740347497	0.243598360601362	0.239024472177376
"89"	14	6	-0.324338029835856	54	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.23950726590007	0.242158269067823	0.245120822981496	0.240574289796273
"90"	15	6	4.74589271382966	65	225.78722658592	"native"	-2.46823217754892	-5.16336710711927	0	-1	0.281955148993078	0.28500660851476	0.288414924219478	0.283183534464653
"91"	1	7	5.69944452965724	79	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.314005558326416	0.31940182560887	0.320833777461583	0.322992261592951
"92"	2	7	1.9244053034646	51	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.205800454384706	0.209392005600527	0.210345374356072	0.211782706151321
"93"	3	7	-2.72463324750759	76	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.312546489512881	0.318107070484509	0.319583737006377	0.321810505384243
"94"	4	7	-1.57587659553848	66	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.270145726635298	0.274928947668627	0.276199044211195	0.278114204624248
"95"	5	7	8.96606503845092	58	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.227580814203338	0.231440869440191	0.232464887109797	0.234008236530923
"96"	6	7	-0.296846218029233	54	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.219877215958382	0.223749746353867	0.224777905730636	0.226328157364685
"97"	7	7	-3.38760254638647	55	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.226803323040255	0.230849657451138	0.231924267175311	0.233544798581704
"98"	8	7	-7.8019976241896	87	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.365413470519299	0.372055780992326	0.373820558722928	0.37648246297561
"99"	9	7	3.10367527818278	79	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.317279099382915	0.322789453682705	0.32425201119287	0.326456892312821
"100"	10	7	2.44621661339634	68	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.273824023701868	0.278592480355572	0.279858197135042	0.281766389066378
"101"	11	7	1.49066878405428	79	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.319347880419959	0.324930960472715	0.326413033223443	0.328647503007755
"102"	12	7	-3.42216210571611	63	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.259829926480284	0.26446615176167	0.26569742636694	0.267554214466314
"103"	13	7	-3.05260871520408	53	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.218254429971816	0.222142778736199	0.2231753990844	0.224732584206428
"104"	14	7	-0.324338029835856	54	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.219901832026181	0.22377523719582	0.224803631391814	0.226354239120371
"105"	15	7	4.74589271382966	65	245.888458630572	"native"	-4.2505567020372	-5.35447778637021	0	-7	0.259341944355753	0.263816052083904	0.265003398187995	0.266793248330224
"106"	1	8	5.69944452965724	79	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.325745014038829	0.330166541703403	0.330416893853923	0.320459540742722
"107"	2	8	1.9244053034646	51	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.21361619744206	0.216562214710777	0.21672905954592	0.210096201237713
"108"	3	8	-2.72463324750759	76	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.324651882673569	0.329219380261268	0.329478130945591	0.319197769162836
"109"	4	8	-1.57587659553848	66	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.280557780941269	0.284485378052939	0.284707861951765	0.275867074620643
"110"	5	8	8.96606503845092	58	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.235976102558284	0.239136004452261	0.239314887754956	0.232197274431049
"111"	6	8	-0.296846218029233	54	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.228305975985421	0.23148456336732	0.23166460422432	0.224509176965802
"112"	7	8	-3.38760254638647	55	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.235612703501404	0.238937064177873	0.239125398578068	0.231643385372257
"113"	8	8	-7.8019976241896	87	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.379880253269218	0.385344945826105	0.38565462505098	0.37335925066223
"114"	9	8	3.10367527818278	79	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.329269274323948	0.33378765677372	0.334043532661198	0.323869762343078
"115"	10	8	2.44621661339634	68	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.284200438371538	0.288111229458124	0.28833270628562	0.279527390899161
"116"	11	8	1.49066878405428	79	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.331497920060751	0.336078099890309	0.336337500819409	0.326025675338666
"117"	12	8	-3.42216210571611	63	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.269923603995389	0.273732643760705	0.273948437073458	0.265375595291047
"118"	13	8	-3.05260871520408	53	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.226719610514118	0.229913846102025	0.230094804683187	0.222905493779688
"119"	14	8	-0.324338029835856	54	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.228332515601945	0.231511847167351	0.231691930484192	0.22453484114863
"120"	15	8	4.74589271382966	65	236.821535363478	"native"	-3.24779493495809	-3.42908880198006	0	4	0.26907601127085	0.272742950897273	0.27295058913151	0.264693084538627
"121"	1	9	5.69944452965724	79	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.318152265544108	0.322280108941559	0.322812693434751	0.319438723183136
"122"	2	9	1.9244053034646	51	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.208560178387371	0.211308451332855	0.211663120462236	0.209416569703738
"123"	3	9	-2.72463324750759	76	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.316818872581024	0.32107570624442	0.321625216052641	0.31814511437647
"124"	4	9	-1.57587659553848	66	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.273820908900316	0.277482245478568	0.277954849075945	0.274961670331877
"125"	5	9	8.96606503845092	58	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.230547186025372	0.233499066461637	0.233879852898014	0.231467257142462
"126"	6	9	-0.296846218029233	54	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.222852733695601	0.225816622425202	0.226199169298393	0.223776236399634
"127"	7	9	-3.38760254638647	55	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.229912224054378	0.233010041291056	0.233409951802652	0.230877342660466
"128"	8	9	-7.8019976241896	87	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.370516534361962	0.375603986251992	0.376260935128158	0.372101243132505
"129"	9	9	3.10367527818278	79	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.321513299928489	0.325729396876042	0.326273452251212	0.32282713813721
"130"	10	9	2.44621661339634	68	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.27748810511241	0.281136777780504	0.281607630053477	0.278625092597434
"131"	11	9	1.49066878405428	79	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.323637851496622	0.327910222471192	0.328461593526175	0.3249691466412
"132"	12	9	-3.42216210571611	63	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.263392053463368	0.266941494683815	0.267399708279411	0.264497873113145
"133"	13	9	-3.05260871520408	53	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.221241963654074	0.224218733876549	0.224603009734844	0.222169382341111
"134"	14	9	-0.324338029835856	54	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.222878020550143	0.225842586410146	0.226225221332012	0.223801733278082
"135"	15	9	4.74589271382966	65	242.609332605383	"native"	-3.18040027227384	-3.58481922795145	0	-1	0.262779975301178	0.266202709421435	0.266644343922805	0.263846646304241
"136"	1	10	5.69944452965724	79	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.319996092510665	0.323208224036422	0.327627437358567	0.318705150701961
"137"	2	10	1.9244053034646	51	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.20978764213308	0.211926531836571	0.214870281654926	0.208928219416874
"138"	3	10	-2.72463324750759	76	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.318719837514202	0.322033358284118	0.326595905738067	0.317388809752712
"139"	4	10	-1.57587659553848	66	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.275456001941395	0.278305865027578	0.282229514864265	0.274311143594388
"140"	5	10	8.96606503845092	58	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.231865856223134	0.234162638045438	0.237321540070483	0.230942619873215
"141"	6	10	-0.296846218029233	54	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.224176409631894	0.226483293083566	0.229658961854327	0.223249607862591
"142"	7	10	-3.38760254638647	55	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.231295581038355	0.233706983326956	0.237027588869984	0.230326969941239
"143"	8	10	-7.8019976241896	87	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.372788061315216	0.376748908423363	0.38220572464205	0.371197509591473
"144"	9	10	3.10367527818278	79	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.323396405195417	0.326677514302388	0.331192770410324	0.322077938770214
"145"	10	10	2.44621661339634	68	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.279117740540988	0.281957327987154	0.285865243981917	0.277976737029772
"146"	11	10	1.49066878405428	79	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.325545999862679	0.328871096807279	0.333447619566926	0.324209983870721
"147"	12	10	-3.42216210571611	63	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.264977085321595	0.267740044275647	0.271544772300971	0.263867263442567
"148"	13	10	-3.05260871520408	53	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.222571279912296	0.224888427489059	0.228079128967061	0.221640509875251
"149"	14	10	-0.324338029835856	54	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.224201997787903	0.226509410608836	0.229685816979334	0.223274984868209
"150"	15	10	4.74589271382966	65	241.178570074121	"native"	-2.45354107584755	-5.75046851996316	0	1	0.264308801422681	0.266972333052817	0.270637127879352	0.263238397954193
"151"	1	11	5.69944452965724	79	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.317900771698846	0.320508731037145	0.322071520089636	0.315362694635814
"152"	2	11	1.9244053034646	51	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.208392772119085	0.210128952448634	0.211169548743058	0.206703535928537
"153"	3	11	-2.72463324750759	76	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.316559645211741	0.319248499595072	0.320860506139519	0.313944326667893
"154"	4	11	-1.57587659553848	66	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.273597930225602	0.275910707907783	0.277297161405249	0.271348223789265
"155"	5	11	8.96606503845092	58	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.230367306999199	0.232232450351562	0.233349925416679	0.228551760325539
"156"	6	11	-0.296846218029233	54	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.222672216703368	0.224544498226734	0.225666805048614	0.220850833567396
"157"	7	11	-3.38760254638647	55	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.22972358448021	0.231680303508645	0.232853428602702	0.227820466870485
"158"	8	11	-7.8019976241896	87	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.370206820526527	0.373419882194506	0.375346724081047	0.367082762084655
"159"	9	11	3.10367527818278	79	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.321256466481816	0.323920005222939	0.325516320651956	0.318664742201512
"160"	10	11	2.44621661339634	68	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.277265845944327	0.279570872029132	0.280952372304294	0.275023066439313
"161"	11	11	1.49066878405428	79	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.323377613911389	0.326076589403864	0.327694284462867	0.320751691966926
"162"	12	11	-3.42216210571611	63	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.263175912985635	0.265417895652278	0.266762049443274	0.26099535140182
"163"	13	11	-3.05260871520408	53	242.805771666667	"native"	-2.02207127742873	-3.21808252485434	0	2	0.221060691536026	0.222940969255595	0.224068243511324	0.219231878304901
